ReadID	Reference	ReadLength
SRR27421013.56450	NC_012152.1	7505
SRR27421013.56791	NC_012152.1	7036
SRR27421013.57465	NC_012152.1	9658
SRR27421013.57519	NC_012152.1	6912
SRR27421013.57708	NC_012152.1	9761
SRR27421013.57885	NC_012152.1	9320
SRR27421013.58260	NC_012152.1	6646
SRR27421013.58369	NC_012152.1	9430
SRR27421013.58563	NC_012152.1	6843
SRR27421013.58664	NC_012152.1	9651
SRR27421013.58877	NC_012152.1	6636
SRR27421013.59202	NC_012152.1	6925
SRR27421013.59849	NC_012152.1	7821
SRR27421013.59962	NC_012152.1	9449
SRR27421013.60624	NC_012152.1	6378
SRR27421013.60866	NC_012152.1	7670
SRR27421013.61283	NC_012152.1	8111
SRR27421013.62313	NC_012152.1	8566
SRR27421013.63578	NC_012152.1	6569
SRR27421013.63809	NC_012152.1	6990
SRR27421013.65314	NC_012152.1	6439
SRR27421013.65488	NC_012152.1	5814
SRR27421013.66147	NC_012152.1	8561
SRR27421013.66772	NC_012152.1	6043
SRR27421013.67072	NC_012152.1	6661
SRR27421013.67299	NC_012152.1	9437
SRR27421013.67723	NC_012152.1	9756
SRR27421013.67950	NC_012152.1	6699
SRR27421013.68579	NC_012152.1	6765
SRR27421013.68831	NC_012152.1	6671
SRR27421013.70423	NC_012152.1	6853
SRR27421013.70745	NC_012152.1	6867
SRR27421013.71271	NC_012152.1	9226
SRR27421013.71460	NC_012152.1	8884
SRR27421013.71700	NC_012152.1	9565
SRR27421013.71899	NC_012152.1	7706
SRR27421013.72017	NC_012152.1	9454
SRR27421013.72120	NC_012152.1	9700
SRR27421013.72195	NC_012152.1	6830
SRR27421013.72363	NC_012152.1	7041
SRR27421013.72484	NC_012152.1	12113
SRR27421013.73166	NC_012152.1	5293
SRR27421013.73221	NC_012152.1	9010
SRR27421013.73495	NC_012152.1	6565
SRR27421013.73827	NC_012152.1	8838
SRR27421013.74459	NC_012152.1	6846
SRR27421013.75025	NC_012152.1	9400
SRR27421013.75157	NC_012152.1	9683
SRR27421013.75195	NC_012152.1	10015
SRR27421013.75646	NC_012152.1	9863
SRR27421013.76159	NC_012152.1	9800
SRR27421013.76458	NC_012152.1	6501
SRR27421013.76495	NC_012152.1	6669
SRR27421013.76917	NC_012152.1	6694
SRR27421013.77045	NC_012152.1	6464
SRR27421013.77535	NC_012152.1	12021
SRR27421013.78144	NC_012152.1	7270
SRR27421013.78424	NC_012152.1	6865
SRR27421013.78431	NC_012152.1	9184
SRR27421013.78862	NC_012152.1	5733
SRR27421013.79256	NC_012152.1	9308
SRR27421013.79285	NC_012152.1	7827
SRR27421013.79359	NC_012152.1	6861
SRR27421013.79626	NC_012152.1	6737
SRR27421013.79761	NC_012152.1	7065
SRR27421013.79932	NC_012152.1	7346
SRR27421013.80384	NC_012152.1	6603
SRR27421013.80778	NC_012152.1	9616
SRR27421013.80856	NC_012152.1	6698
SRR27421013.80978	NC_012152.1	6519
SRR27421013.82262	NC_012152.1	5481
SRR27421013.82360	NC_012152.1	6490
SRR27421013.83089	NC_012152.1	6704
SRR27421013.83269	NC_012152.1	8013
SRR27421013.83724	NC_012152.1	6813
SRR27421013.84603	NC_012152.1	9436
SRR27421013.85618	NC_012152.1	6575
SRR27421013.86303	NC_012152.1	5329
SRR27421013.86480	NC_012152.1	5748
SRR27421013.88281	NC_012152.1	6380
SRR27421013.88778	NC_012152.1	10792
SRR27421013.88779	NC_012152.1	6804
SRR27421013.88924	NC_012152.1	6167
SRR27421013.89113	NC_012152.1	6905
SRR27421013.89376	NC_012152.1	6704
SRR27421013.90055	NC_012152.1	6191
SRR27421013.90946	NC_012152.1	6380
SRR27421013.91068	NC_012152.1	6859
SRR27421013.91128	NC_012152.1	6200
SRR27421013.91322	NC_012152.1	9570
SRR27421013.92584	NC_012152.1	6268
SRR27421013.92596	NC_012152.1	6767
SRR27421013.93513	NC_012152.1	6752
SRR27421013.93707	NC_012152.1	8214
SRR27421013.95050	NC_012152.1	6355
SRR27421013.95083	NC_012152.1	7347
SRR27421013.95361	NC_012152.1	7955
SRR27421013.95456	NC_012152.1	9325
SRR27421013.95580	NC_012152.1	9465
SRR27421013.96013	NC_012152.1	7736
SRR27421013.96228	NC_012152.1	6980
SRR27421013.96499	NC_012152.1	6546
SRR27421013.96992	NC_012152.1	9405
SRR27421013.97754	NC_012152.1	9587
SRR27421013.97930	NC_012152.1	5359
SRR27421013.98390	NC_012152.1	9255
SRR27421013.98796	NC_012152.1	5250
SRR27421013.98865	NC_012152.1	6812
SRR27421013.98917	NC_012152.1	9241
SRR27421013.99272	NC_012152.1	9202
SRR27421013.100451	NC_012152.1	7015
SRR27421013.101013	NC_012152.1	22267
SRR27421013.102119	NC_012152.1	8086
SRR27421013.102413	NC_012152.1	9537
SRR27421013.102458	NC_012152.1	7029
SRR27421013.102872	NC_012152.1	12749
SRR27421013.102931	NC_012152.1	6816
SRR27421013.103299	NC_012152.1	6459
SRR27421013.103568	NC_012152.1	8186
SRR27421013.104148	NC_012152.1	5343
SRR27421013.104801	NC_012152.1	9033
SRR27421013.104985	NC_012152.1	5360
SRR27421013.105352	NC_012152.1	9454
SRR27421013.105842	NC_012152.1	6168
SRR27421013.106083	NC_012152.1	6844
SRR27421013.106588	NC_012152.1	6573
SRR27421013.106740	NC_012152.1	7028
SRR27421013.108106	NC_012152.1	6284
SRR27421013.108612	NC_012152.1	5938
SRR27421013.108746	NC_012152.1	7054
SRR27421013.110087	NC_012152.1	7782
SRR27421013.111266	NC_012152.1	8315
SRR27421013.111796	NC_012152.1	6270
SRR27421013.112500	NC_012152.1	5450
SRR27421013.112557	NC_012152.1	9655
SRR27421013.112896	NC_012152.1	9020
SRR27421013.113015	NC_012152.1	6729
SRR27421013.113976	NC_012152.1	9392
SRR27421013.114010	NC_012152.1	6600
SRR27421013.114808	NC_012152.1	6686
SRR27421013.114815	NC_012152.1	6987
SRR27421013.116721	NC_012152.1	6659
SRR27421013.117149	NC_012152.1	6729
SRR27421013.118235	NC_012152.1	11439
SRR27421013.118471	NC_012152.1	9209
SRR27421013.118577	NC_012152.1	9441
SRR27421013.118654	NC_012152.1	5211
SRR27421013.118878	NC_012152.1	5507
SRR27421013.119464	NC_012152.1	6476
SRR27421013.119662	NC_012152.1	6107
SRR27421013.119860	NC_012152.1	6812
SRR27421013.120525	NC_012152.1	6578
SRR27421013.120869	NC_012152.1	6569
SRR27421013.121420	NC_012152.1	6750
SRR27421013.121951	NC_012152.1	7547
SRR27421013.122410	NC_012152.1	6523
SRR27421013.122603	NC_012152.1	14471
SRR27421013.122708	NC_012152.1	5971
SRR27421013.122848	NC_012152.1	6520
SRR27421013.122913	NC_012152.1	6920
SRR27421013.123283	NC_012152.1	7774
SRR27421013.123452	NC_012152.1	9430
SRR27421013.123578	NC_012152.1	5886
SRR27421013.124152	NC_012152.1	9356
SRR27421013.124158	NC_012152.1	6684
SRR27421013.124713	NC_012152.1	5857
SRR27421013.125339	NC_012152.1	7637
SRR27421013.125776	NC_012152.1	5335
SRR27421013.125912	NC_012152.1	6899
SRR27421013.126296	NC_012152.1	7544
SRR27421013.127652	NC_012152.1	6951
SRR27421013.129410	NC_012152.1	6797
SRR27421013.129687	NC_012152.1	6390
SRR27421013.130244	NC_012152.1	5522
SRR27421013.131149	NC_012152.1	6982
SRR27421013.131218	NC_012152.1	6402
SRR27421013.131586	NC_012152.1	5381
SRR27421013.131826	NC_012152.1	9942
SRR27421013.132524	NC_012152.1	8629
SRR27421013.132713	NC_012152.1	7103
SRR27421013.133404	NC_012152.1	7010
SRR27421013.133595	NC_012152.1	6930
SRR27421013.133695	NC_012152.1	6572
SRR27421013.133960	NC_012152.1	9587
SRR27421013.134629	NC_012152.1	8039
SRR27421013.135448	NC_012152.1	8494
SRR27421013.137260	NC_012152.1	7719
SRR27421013.138229	NC_012152.1	9486
SRR27421013.138512	NC_012152.1	6386
SRR27421013.138697	NC_012152.1	5371
SRR27421013.138849	NC_012152.1	9482
SRR27421013.139249	NC_012152.1	7909
SRR27421013.139486	NC_012152.1	6780
SRR27421013.140529	NC_012152.1	8365
SRR27421013.140959	NC_012152.1	9901
SRR27421013.141025	NC_012152.1	6714
SRR27421013.141125	NC_012152.1	9766
SRR27421013.141163	NC_012152.1	6090
SRR27421013.141447	NC_012152.1	9251
SRR27421013.141666	NC_012152.1	11106
SRR27421013.142107	NC_012152.1	9145
SRR27421013.142619	NC_012152.1	7291
SRR27421013.143120	NC_012152.1	6445
SRR27421013.143964	NC_012152.1	7034
SRR27421013.145258	NC_012152.1	6440
SRR27421013.146015	NC_012152.1	6710
SRR27421013.146142	NC_012152.1	6535
SRR27421013.146589	NC_012152.1	7828
SRR27421013.146591	NC_012152.1	6789
SRR27421013.146654	NC_012152.1	9276
SRR27421013.146712	NC_012152.1	6245
SRR27421013.146852	NC_012152.1	5863
SRR27421013.147043	NC_012152.1	6691
SRR27421013.147798	NC_012152.1	6740
SRR27421013.148264	NC_012152.1	7217
SRR27421013.148764	NC_012152.1	9903
SRR27421013.149340	NC_012152.1	6702
SRR27421013.149447	NC_012152.1	6972
SRR27421013.149941	NC_012152.1	8705
SRR27421013.150294	NC_012152.1	7063
SRR27421013.150436	NC_012152.1	6780
SRR27421013.150596	NC_012152.1	8531
SRR27421013.150877	NC_012152.1	6707
SRR27421013.151025	NC_012152.1	5848
SRR27421013.151928	NC_012152.1	6562
SRR27421013.152150	NC_012152.1	6019
SRR27421013.152243	NC_012152.1	9540
SRR27421013.153812	NC_012152.1	9328
SRR27421013.154024	NC_012152.1	8442
SRR27421013.154377	NC_012152.1	5678
SRR27421013.154690	NC_012152.1	6483
SRR27421013.155050	NC_012152.1	6093
SRR27421013.155138	NC_012152.1	32409
SRR27421013.155240	NC_012152.1	7525
SRR27421013.155704	NC_012152.1	6755
SRR27421013.155715	NC_012152.1	6434
SRR27421013.155743	NC_012152.1	13356
SRR27421013.155831	NC_012152.1	9312
SRR27421013.156064	NC_012152.1	8672
SRR27421013.156161	NC_012152.1	9560
SRR27421013.157222	NC_012152.1	8939
SRR27421013.157694	NC_012152.1	7628
SRR27421013.158077	NC_012152.1	6542
SRR27421013.158241	NC_012152.1	6592
SRR27421013.158310	NC_012152.1	6007
SRR27421013.158440	NC_012152.1	6526
SRR27421013.158450	NC_012152.1	6608
SRR27421013.159931	NC_012152.1	6594
SRR27421013.160277	NC_012152.1	7278
SRR27421013.160386	NC_012152.1	6912
SRR27421013.160531	NC_012152.1	6531
SRR27421013.161606	NC_012152.1	8797
SRR27421013.161661	NC_012152.1	6579
SRR27421013.161679	NC_012152.1	6736
SRR27421013.163411	NC_012152.1	6903
SRR27421013.164011	NC_012152.1	6203
SRR27421013.164352	NC_012152.1	5972
SRR27421013.164381	NC_012152.1	9256
SRR27421013.164869	NC_012152.1	6171
SRR27421013.164991	NC_012152.1	6423
SRR27421013.165146	NC_012152.1	7090
SRR27421013.165415	NC_012152.1	6421
SRR27421013.165461	NC_012152.1	7988
SRR27421013.165532	NC_012152.1	6160
SRR27421013.165740	NC_012152.1	9072
SRR27421013.166342	NC_012152.1	9593
SRR27421013.166602	NC_012152.1	6732
SRR27421013.166863	NC_012152.1	6466
SRR27421013.167356	NC_012152.1	6933
SRR27421013.167361	NC_012152.1	9832
SRR27421013.167895	NC_012152.1	6853
SRR27421013.168333	NC_012152.1	6300
SRR27421013.168574	NC_012152.1	6613
SRR27421013.168639	NC_012152.1	8236
SRR27421013.168706	NC_012152.1	6434
SRR27421013.169211	NC_012152.1	7661
SRR27421013.169385	NC_012152.1	10102
SRR27421013.170572	NC_012152.1	6136
SRR27421013.170597	NC_012152.1	5864
SRR27421013.170773	NC_012152.1	8747
SRR27421013.170862	NC_012152.1	5041
SRR27421013.171005	NC_012152.1	8003
SRR27421013.171143	NC_012152.1	9658
SRR27421013.171372	NC_012152.1	6030
SRR27421013.171412	NC_012152.1	5921
SRR27421013.171469	NC_012152.1	6451
SRR27421013.171542	NC_012152.1	6575
SRR27421013.171904	NC_012152.1	9795
SRR27421013.172055	NC_012152.1	7288
SRR27421013.173733	NC_012152.1	6955
SRR27421013.174103	NC_012152.1	7802
SRR27421013.174303	NC_012152.1	6269
SRR27421013.174961	NC_012152.1	5793
SRR27421013.175173	NC_012152.1	9394
SRR27421013.175218	NC_012152.1	9524
SRR27421013.175529	NC_012152.1	6126
SRR27421013.175539	NC_012152.1	6420
SRR27421013.175570	NC_012152.1	6629
SRR27421013.177045	NC_012152.1	6848
SRR27421013.179295	NC_012152.1	7042
SRR27421013.179855	NC_012152.1	6921
SRR27421013.180463	NC_012152.1	7416
SRR27421013.180892	NC_012152.1	6861
SRR27421013.181661	NC_012152.1	6976
SRR27421013.182624	NC_012152.1	6567
SRR27421013.183214	NC_012152.1	6499
SRR27421013.183789	NC_012152.1	9768
SRR27421013.184292	NC_012152.1	6836
SRR27421013.184390	NC_012152.1	9680
SRR27421013.184620	NC_012152.1	9770
SRR27421013.184855	NC_012152.1	6065
SRR27421013.185428	NC_012152.1	6974
SRR27421013.185828	NC_012152.1	6137
SRR27421013.186242	NC_012152.1	6805
SRR27421013.186674	NC_012152.1	6696
SRR27421013.186993	NC_012152.1	6977
SRR27421013.187718	NC_012152.1	7656
SRR27421013.187748	NC_012152.1	6894
SRR27421013.188017	NC_012152.1	9245
SRR27421013.188384	NC_012152.1	6802
SRR27421013.188410	NC_012152.1	5937
SRR27421013.188628	NC_012152.1	6676
SRR27421013.190634	NC_012152.1	6036
SRR27421013.190683	NC_012152.1	9132
SRR27421013.192531	NC_012152.1	6834
SRR27421013.194299	NC_012152.1	5849
SRR27421013.194467	NC_012152.1	6634
SRR27421013.194539	NC_012152.1	6745
SRR27421013.194783	NC_012152.1	6682
SRR27421013.194790	NC_012152.1	9375
SRR27421013.195533	NC_012152.1	5776
SRR27421013.195664	NC_012152.1	6125
SRR27421013.196110	NC_012152.1	6712
SRR27421013.196564	NC_012152.1	6987
SRR27421013.196569	NC_012152.1	6958
SRR27421013.196598	NC_012152.1	7202
SRR27421013.197027	NC_012152.1	5548
SRR27421013.198164	NC_012152.1	6006
SRR27421013.198600	NC_012152.1	8561
SRR27421013.198653	NC_012152.1	7036
SRR27421013.200747	NC_012152.1	15136
SRR27421013.200921	NC_012152.1	6314
SRR27421013.200946	NC_012152.1	6819
SRR27421013.201374	NC_012152.1	7124
SRR27421013.201452	NC_012152.1	7893
SRR27421013.201696	NC_012152.1	8401
SRR27421013.201737	NC_012152.1	6834
SRR27421013.202472	NC_012152.1	6411
SRR27421013.202625	NC_012152.1	5712
SRR27421013.202863	NC_012152.1	9310
SRR27421013.203164	NC_012152.1	8289
SRR27421013.204919	NC_012152.1	6762
SRR27421013.205022	NC_012152.1	6018
SRR27421013.205051	NC_012152.1	6878
SRR27421013.205065	NC_012152.1	15298
SRR27421013.205466	NC_012152.1	6669
SRR27421013.205649	NC_012152.1	8134
SRR27421013.206345	NC_012152.1	6045
SRR27421013.206465	NC_012152.1	6545
SRR27421013.206521	NC_012152.1	9482
SRR27421013.206638	NC_012152.1	6612
SRR27421013.207862	NC_012152.1	6693
SRR27421013.208003	NC_012152.1	9674
SRR27421013.208092	NC_012152.1	7009
SRR27421013.208395	NC_012152.1	6804
SRR27421013.208560	NC_012152.1	9104
SRR27421013.208991	NC_012152.1	6955
SRR27421013.209664	NC_012152.1	7969
SRR27421013.209836	NC_012152.1	6038
SRR27421013.210160	NC_012152.1	9401
SRR27421013.211032	NC_012152.1	6749
SRR27421013.211075	NC_012152.1	6903
SRR27421013.211896	NC_012152.1	6446
SRR27421013.212836	NC_012152.1	7021
SRR27421013.213244	NC_012152.1	7076
SRR27421013.213734	NC_012152.1	5953
SRR27421013.214174	NC_012152.1	6528
SRR27421013.214626	NC_012152.1	6120
SRR27421013.215263	NC_012152.1	6539
SRR27421013.215331	NC_012152.1	9756
SRR27421013.215647	NC_012152.1	10084
SRR27421013.215672	NC_012152.1	9246
SRR27421013.216386	NC_012152.1	7423
SRR27421013.217156	NC_012152.1	5931
SRR27421013.217256	NC_012152.1	6833
SRR27421013.217866	NC_012152.1	6761
SRR27421013.218148	NC_012152.1	6804
SRR27421013.218284	NC_012152.1	5981
SRR27421013.218567	NC_012152.1	9725
SRR27421013.218571	NC_012152.1	6580
SRR27421013.218791	NC_012152.1	6723
SRR27421013.219004	NC_012152.1	6959
SRR27421013.219264	NC_012152.1	9428
SRR27421013.220561	NC_012152.1	6951
SRR27421013.222403	NC_012152.1	6975
SRR27421013.222480	NC_012152.1	6378
SRR27421013.222655	NC_012152.1	9247
SRR27421013.222712	NC_012152.1	6676
SRR27421013.223813	NC_012152.1	6910
SRR27421013.225054	NC_012152.1	8685
SRR27421013.225370	NC_012152.1	9167
SRR27421013.226577	NC_012152.1	6725
SRR27421013.226911	NC_012152.1	27928
SRR27421013.227127	NC_012152.1	7887
SRR27421013.227712	NC_012152.1	9771
SRR27421013.227791	NC_012152.1	9753
SRR27421013.227906	NC_012152.1	6682
SRR27421013.228298	NC_012152.1	5393
SRR27421013.228668	NC_012152.1	6366
SRR27421013.230217	NC_012152.1	6798
SRR27421013.230646	NC_012152.1	6217
SRR27421013.231505	NC_012152.1	6506
SRR27421013.233260	NC_012152.1	5659
SRR27421013.234000	NC_012152.1	6448
SRR27421013.234820	NC_012152.1	9142
SRR27421013.234901	NC_012152.1	6613
SRR27421013.234907	NC_012152.1	5674
SRR27421013.234914	NC_012152.1	5952
SRR27421013.236615	NC_012152.1	6247
SRR27421013.236721	NC_012152.1	7024
SRR27421013.236941	NC_012152.1	6877
SRR27421013.237064	NC_012152.1	27322
SRR27421013.237071	NC_012152.1	5500
SRR27421013.237869	NC_012152.1	9721
SRR27421013.237946	NC_012152.1	6541
SRR27421013.238077	NC_012152.1	8966
SRR27421013.238153	NC_012152.1	6600
SRR27421013.238398	NC_012152.1	7040
SRR27421013.238668	NC_012152.1	7016
SRR27421013.238963	NC_012152.1	6767
SRR27421013.239177	NC_012152.1	7768
SRR27421013.239403	NC_012152.1	9678
SRR27421013.239642	NC_012152.1	9586
SRR27421013.239881	NC_012152.1	7010
SRR27421013.240118	NC_012152.1	9479
SRR27421013.240411	NC_012152.1	5410
SRR27421013.240439	NC_012152.1	10116
SRR27421013.240739	NC_012152.1	9469
SRR27421013.241254	NC_012152.1	6996
SRR27421013.241488	NC_012152.1	6619
