ReadID	Reference	ReadLength
SRR27421011.5724	NC_012152.1	8458
SRR27421011.6202	NC_012152.1	8103
SRR27421011.6263	NC_012152.1	9141
SRR27421011.6944	NC_012152.1	6531
SRR27421011.7730	NC_012152.1	10454
SRR27421011.7734	NC_012152.1	9596
SRR27421011.8006	NC_012152.1	5872
SRR27421011.8122	NC_012152.1	9907
SRR27421011.8579	NC_012152.1	7655
SRR27421011.8723	NC_012152.1	6415
SRR27421011.8782	NC_012152.1	5973
SRR27421011.8835	NC_012152.1	9596
SRR27421011.8838	NC_012152.1	9485
SRR27421011.9057	NC_012152.1	7613
SRR27421011.9515	NC_012152.1	9957
SRR27421011.10026	NC_012152.1	7183
SRR27421011.10213	NC_012152.1	9269
SRR27421011.10301	NC_012152.1	9477
SRR27421011.10346	NC_012152.1	7148
SRR27421011.10525	NC_012152.1	9741
SRR27421011.10631	NC_012152.1	18541
SRR27421011.10658	NC_012152.1	9001
SRR27421011.10948	NC_012152.1	6691
SRR27421011.10968	NC_012152.1	8665
SRR27421011.11447	NC_012152.1	6600
SRR27421011.12157	NC_012152.1	7867
SRR27421011.12166	NC_012152.1	14276
SRR27421011.12175	NC_012152.1	5896
SRR27421011.12420	NC_012152.1	8481
SRR27421011.12438	NC_012152.1	6155
SRR27421011.12590	NC_012152.1	14155
SRR27421011.13152	NC_012152.1	10744
SRR27421011.13804	NC_012152.1	6153
SRR27421011.14404	NC_012152.1	9213
SRR27421011.14430	NC_012152.1	7065
SRR27421011.14705	NC_012152.1	6852
SRR27421011.15051	NC_012152.1	5775
SRR27421011.15077	NC_012152.1	17365
SRR27421011.15254	NC_012152.1	6948
SRR27421011.15305	NC_012152.1	6707
SRR27421011.15388	NC_012152.1	7735
SRR27421011.15440	NC_012152.1	6948
SRR27421011.15598	NC_012152.1	7725
SRR27421011.15645	NC_012152.1	5571
SRR27421011.15717	NC_012152.1	6472
SRR27421011.15760	NC_012152.1	30491
SRR27421011.15772	NC_012152.1	6975
SRR27421011.16024	NC_012152.1	7323
SRR27421011.16067	NC_012152.1	6773
SRR27421011.16815	NC_012152.1	6500
SRR27421011.16969	NC_012152.1	6869
SRR27421011.17064	NC_012152.1	6338
SRR27421011.17169	NC_012152.1	6030
SRR27421011.17575	NC_012152.1	5463
SRR27421011.18340	NC_012152.1	9244
SRR27421011.18365	NC_012152.1	6736
SRR27421011.18590	NC_012152.1	10368
SRR27421011.19432	NC_012152.1	7864
SRR27421011.19772	NC_012152.1	6422
SRR27421011.20172	NC_012152.1	14728
SRR27421011.20468	NC_012152.1	6033
SRR27421011.20984	NC_012152.1	9456
SRR27421011.21333	NC_012152.1	7082
SRR27421011.21764	NC_012152.1	6827
SRR27421011.21845	NC_012152.1	8243
SRR27421011.22682	NC_012152.1	9372
SRR27421011.22973	NC_012152.1	9601
SRR27421011.23603	NC_012152.1	10795
SRR27421011.23966	NC_012152.1	8873
SRR27421011.23977	NC_012152.1	16287
SRR27421011.24039	NC_012152.1	6863
SRR27421011.24433	NC_012152.1	8400
SRR27421011.24598	NC_012152.1	9711
SRR27421011.24786	NC_012152.1	6672
SRR27421011.24957	NC_012152.1	27628
SRR27421011.25109	NC_012152.1	7256
SRR27421011.25272	NC_012152.1	6671
SRR27421011.25559	NC_012152.1	9045
SRR27421011.25587	NC_012152.1	7082
SRR27421011.25672	NC_012152.1	6927
SRR27421011.25698	NC_012152.1	6892
SRR27421011.25983	NC_012152.1	6774
SRR27421011.26120	NC_012152.1	7358
SRR27421011.26453	NC_012152.1	5779
SRR27421011.27116	NC_012152.1	12643
SRR27421011.27177	NC_012152.1	6827
SRR27421011.27305	NC_012152.1	7382
SRR27421011.27645	NC_012152.1	6895
SRR27421011.27653	NC_012152.1	7879
SRR27421011.28249	NC_012152.1	9647
SRR27421011.28262	NC_012152.1	7100
SRR27421011.28296	NC_012152.1	6968
SRR27421011.28444	NC_012152.1	6481
SRR27421011.28694	NC_012152.1	10226
SRR27421011.29013	NC_012152.1	17750
SRR27421011.29205	NC_012152.1	7010
SRR27421011.29308	NC_012152.1	7184
SRR27421011.29377	NC_012152.1	8127
SRR27421011.29561	NC_012152.1	12076
SRR27421011.29802	NC_012152.1	6619
SRR27421011.29920	NC_012152.1	12096
SRR27421011.30068	NC_012152.1	6240
SRR27421011.7031	NC_012152.1	8486
SRR27421011.9109	NC_012152.1	7270
SRR27421011.28670	NC_012152.1	7174
SRR27421011.28889	NC_012152.1	9887
SRR27421011.29970	NC_012152.1	9827
SRR27421011.490	NC_012152.1	6586
SRR27421011.29183	NC_012152.1	6603
SRR27421011.3471	NC_012152.1	9392
SRR27421011.15599	NC_012152.1	7618
SRR27421011.23265	NC_012152.1	5522
SRR27421011.20759	NC_012152.1	8303
SRR27421011.6899	NC_012152.1	6006
SRR27421011.4453	NC_012152.1	7718
SRR27421011.17058	NC_012152.1	6978
SRR27421011.6804	NC_012152.1	6526
SRR27421011.4988	NC_012152.1	7035
SRR27421011.30381	NC_012152.1	7520
SRR27421011.29343	NC_012152.1	12860
SRR27421011.5734	NC_012152.1	7793
SRR27421011.16225	NC_012152.1	6994
SRR27421011.6346	NC_012152.1	6886
SRR27421011.13826	NC_012152.1	18013
SRR27421011.21949	NC_012152.1	6778
SRR27421011.24618	NC_012152.1	7508
SRR27421011.2640	NC_012152.1	8577
SRR27421011.2849	NC_012152.1	12545
SRR27421011.28240	NC_012152.1	6061
SRR27421011.11550	NC_012152.1	9572
SRR27421011.21645	NC_012152.1	6625
SRR27421011.1313	NC_012152.1	5911
SRR27421011.26399	NC_012152.1	7490
SRR27421011.26533	NC_012152.1	9129
SRR27421011.19351	NC_012152.1	7033
SRR27421011.14575	NC_012152.1	7285
SRR27421011.26799	NC_012152.1	7931
SRR27421011.9062	NC_012152.1	6296
SRR27421011.9592	NC_012152.1	5396
SRR27421011.10254	NC_012152.1	14918
SRR27421011.24871	NC_012152.1	6079
SRR27421011.29585	NC_012152.1	7606
SRR27421011.10361	NC_012152.1	7910
SRR27421011.18859	NC_012152.1	6849
SRR27421011.17753	NC_012152.1	7573
SRR27421011.8611	NC_012152.1	8259
SRR27421011.23708	NC_012152.1	6422
SRR27421011.4019	NC_012152.1	6372
SRR27421011.28966	NC_012152.1	6363
SRR27421011.29700	NC_012152.1	19308
SRR27421011.1881	NC_012152.1	5555
SRR27421011.13968	NC_012152.1	9941
SRR27421011.7544	NC_012152.1	5813
SRR27421011.22325	NC_012152.1	9468
SRR27421011.1807	NC_012152.1	8940
SRR27421011.670	NC_012152.1	9589
SRR27421011.18681	NC_012152.1	6974
SRR27421011.6272	NC_012152.1	6820
SRR27421011.18514	NC_012152.1	6858
SRR27421011.1722	NC_012152.1	6445
SRR27421011.8581	NC_012152.1	12324
SRR27421011.6660	NC_012152.1	9375
SRR27421011.23080	NC_012152.1	6026
SRR27421011.4047	NC_012152.1	7172
SRR27421011.15552	NC_012152.1	6813
SRR27421011.18818	NC_012152.1	7203
SRR27421011.29788	NC_012152.1	9844
SRR27421011.9258	NC_012152.1	6306
SRR27421011.13596	NC_012152.1	6628
SRR27421011.26806	NC_012152.1	10123
SRR27421011.4020	NC_012152.1	6483
SRR27421011.19328	NC_012152.1	11204
SRR27421011.25182	NC_012152.1	6889
SRR27421011.1309	NC_012152.1	7173
SRR27421011.23122	NC_012152.1	6763
SRR27421011.3326	NC_012152.1	6244
SRR27421011.16744	NC_012152.1	6752
SRR27421011.10343	NC_012152.1	20000
SRR27421011.5368	NC_012152.1	7466
SRR27421011.30178	NC_012152.1	6846
SRR27421011.28925	NC_012152.1	6682
SRR27421011.22549	NC_012152.1	26892
SRR27421011.13817	NC_012152.1	9901
SRR27421011.15094	NC_012152.1	9432
SRR27421011.17401	NC_012152.1	11033
SRR27421011.2818	NC_012152.1	9388
SRR27421011.2817	NC_012152.1	9419
SRR27421011.17274	NC_012152.1	5819
SRR27421011.25555	NC_012152.1	12890
SRR27421011.2150	NC_012152.1	6791
SRR27421011.22311	NC_012152.1	10025
SRR27421011.2357	NC_012152.1	8146
SRR27421011.27438	NC_012152.1	5294
SRR27421011.15241	NC_012152.1	6743
SRR27421011.8576	NC_012152.1	6422
SRR27421011.4233	NC_012152.1	7158
SRR27421011.12410	NC_012152.1	5289
SRR27421011.16609	NC_012152.1	6621
SRR27421011.6736	NC_012152.1	6052
SRR27421011.2974	NC_012152.1	5569
SRR27421011.12072	NC_012152.1	8358
SRR27421011.11635	NC_012152.1	8368
SRR27421011.2721	NC_012152.1	9317
SRR27421011.10943	NC_012152.1	5044
SRR27421011.1316	NC_012152.1	6898
SRR27421011.12335	NC_012152.1	13326
SRR27421011.8676	NC_012152.1	6033
SRR27421011.5546	NC_012152.1	7604
SRR27421011.26581	NC_012152.1	6633
SRR27421011.3386	NC_012152.1	6836
SRR27421011.3308	NC_012152.1	6810
SRR27421011.15313	NC_012152.1	10009
SRR27421011.6828	NC_012152.1	6666
SRR27421011.23006	NC_012152.1	6210
SRR27421011.23440	NC_012152.1	9550
SRR27421011.5054	NC_012152.1	9701
SRR27421011.4665	NC_012152.1	9839
SRR27421011.3830	NC_012152.1	6842
SRR27421011.21808	NC_012152.1	9540
SRR27421011.29240	NC_012152.1	8313
SRR27421011.26919	NC_012152.1	10864
SRR27421011.21642	NC_012152.1	8275
SRR27421011.23117	NC_012152.1	6838
SRR27421011.14348	NC_012152.1	6459
SRR27421011.15750	NC_012152.1	9600
SRR27421011.16056	NC_012152.1	9917
SRR27421011.29705	NC_012152.1	9572
SRR27421011.17448	NC_012152.1	7951
SRR27421011.25900	NC_012152.1	7958
SRR27421011.22373	NC_012152.1	9069
SRR27421011.2226	NC_012152.1	6270
SRR27421011.2347	NC_012152.1	6367
SRR27421011.8876	NC_012152.1	8497
SRR27421011.24913	NC_012152.1	10433
SRR27421011.14084	NC_012152.1	5263
SRR27421011.9457	NC_012152.1	5329
SRR27421011.24768	NC_012152.1	14001
SRR27421011.9511	NC_012152.1	9491
SRR27421011.19154	NC_012152.1	6993
SRR27421011.77	NC_012152.1	5229
SRR27421011.22388	NC_012152.1	14911
SRR27421011.6535	NC_012152.1	6715
SRR27421011.28463	NC_012152.1	8636
SRR27421011.18209	NC_012152.1	9798
SRR27421011.10131	NC_012152.1	5242
SRR27421011.21790	NC_012152.1	6112
SRR27421011.12729	NC_012152.1	6227
SRR27421011.24682	NC_012152.1	9483
SRR27421011.24107	NC_012152.1	8759
SRR27421011.20684	NC_012152.1	7126
SRR27421011.21200	NC_012152.1	6397
SRR27421011.22517	NC_012152.1	9567
SRR27421011.28212	NC_012152.1	6820
SRR27421011.27287	NC_012152.1	6848
SRR27421011.28411	NC_012152.1	6029
SRR27421011.258	NC_012152.1	7757
SRR27421011.12176	NC_012152.1	7719
SRR27421011.8328	NC_012152.1	6601
SRR27421011.19114	NC_012152.1	7007
SRR27421011.27197	NC_012152.1	6750
SRR27421011.23871	NC_012152.1	5249
SRR27421011.3434	NC_012152.1	9789
SRR27421011.8021	NC_012152.1	6684
SRR27421011.26765	NC_012152.1	6591
SRR27421011.11855	NC_012152.1	9836
SRR27421011.16948	NC_012152.1	16974
SRR27421011.26016	NC_012152.1	15986
SRR27421011.29639	NC_012152.1	5352
SRR27421011.11764	NC_012152.1	21121
SRR27421011.10728	NC_012152.1	8135
SRR27421011.1817	NC_012152.1	9948
SRR27421011.25894	NC_012152.1	9091
SRR27421011.10112	NC_012152.1	5163
SRR27421011.14723	NC_012152.1	9124
SRR27421011.16373	NC_012152.1	8076
SRR27421011.16325	NC_012152.1	8081
SRR27421011.27472	NC_012152.1	6892
SRR27421011.1493	NC_012152.1	12590
SRR27421011.17788	NC_012152.1	19813
SRR27421011.23844	NC_012152.1	5471
SRR27421011.4584	NC_012152.1	6350
SRR27421011.26391	NC_012152.1	7054
SRR27421011.15613	NC_012152.1	7236
SRR27421011.4302	NC_012152.1	6175
SRR27421011.3364	NC_012152.1	7173
SRR27421011.17818	NC_012152.1	8769
SRR27421011.12490	NC_012152.1	9434
SRR27421011.2124	NC_012152.1	6568
SRR27421011.16958	NC_012152.1	10234
SRR27421011.28134	NC_012152.1	8963
SRR27421011.13486	NC_012152.1	7017
SRR27421011.22807	NC_012152.1	6592
SRR27421011.10201	NC_012152.1	8209
SRR27421011.19803	NC_012152.1	8608
SRR27421011.971	NC_012152.1	22966
SRR27421011.910	NC_012152.1	23292
SRR27421011.26271	NC_012152.1	7018
SRR27421011.7146	NC_012152.1	11350
SRR27421011.8698	NC_012152.1	12853
SRR27421011.25923	NC_012152.1	8994
SRR27421011.29321	NC_012152.1	7653
SRR27421011.8973	NC_012152.1	7528
SRR27421011.12619	NC_012152.1	5800
SRR27421011.8352	NC_012152.1	5512
SRR27421011.16569	NC_012152.1	6972
SRR27421011.22289	NC_012152.1	11870
SRR27421011.15129	NC_012152.1	7850
SRR27421011.19656	NC_012152.1	6057
SRR27421011.10034	NC_012152.1	13562
SRR27421011.2011	NC_012152.1	7390
SRR27421011.26140	NC_012152.1	11657
SRR27421011.12594	NC_012152.1	6683
SRR27421011.18593	NC_012152.1	9015
SRR27421011.11282	NC_012152.1	9481
SRR27421011.26037	NC_012152.1	9062
SRR27421011.25107	NC_012152.1	7391
SRR27421011.14517	NC_012152.1	11434
SRR27421011.12763	NC_012152.1	9432
SRR27421011.27245	NC_012152.1	9301
SRR27421011.13458	NC_012152.1	7107
SRR27421011.16885	NC_012152.1	5014
SRR27421011.15545	NC_012152.1	6798
SRR27421011.20387	NC_012152.1	6479
SRR27421011.569	NC_012152.1	14624
SRR27421011.18184	NC_012152.1	9532
SRR27421011.9834	NC_012152.1	22149
SRR27421011.7926	NC_012152.1	9421
SRR27421011.5302	NC_012152.1	6992
SRR27421011.28468	NC_012152.1	6662
SRR27421011.28741	NC_012152.1	6814
SRR27421011.28582	NC_012152.1	6651
SRR27421011.1403	NC_012152.1	7556
SRR27421011.12008	NC_012152.1	14427
SRR27421011.25402	NC_012152.1	13642
SRR27421011.20015	NC_012152.1	13217
SRR27421011.6446	NC_012152.1	6116
SRR27421011.10797	NC_012152.1	9499
SRR27421011.27083	NC_012152.1	6647
SRR27421011.16622	NC_012152.1	5966
SRR27421011.14397	NC_012152.1	9154
SRR27421011.24774	NC_012152.1	16850
SRR27421011.24286	NC_012152.1	9375
SRR27421011.5307	NC_012152.1	7218
SRR27421011.5345	NC_012152.1	6400
SRR27421011.12203	NC_012152.1	5646
SRR27421011.26968	NC_012152.1	13048
SRR27421011.20251	NC_012152.1	6482
SRR27421011.7609	NC_012152.1	7280
SRR27421011.2841	NC_012152.1	7912
SRR27421011.12526	NC_012152.1	6938
SRR27421011.10848	NC_012152.1	6375
SRR27421011.6284	NC_012152.1	6901
SRR27421011.29198	NC_012152.1	9834
SRR27421011.4524	NC_012152.1	14300
SRR27421011.14260	NC_012152.1	9737
SRR27421011.29564	NC_012152.1	6124
SRR27421011.20508	NC_012152.1	6983
SRR27421011.4933	NC_012152.1	7035
SRR27421011.7303	NC_012152.1	15775
SRR27421011.17917	NC_012152.1	9829
SRR27421011.29384	NC_012152.1	9585
SRR27421011.24285	NC_012152.1	9149
SRR27421011.503	NC_012152.1	12082
SRR27421011.8250	NC_012152.1	9661
SRR27421011.23081	NC_012152.1	5655
SRR27421011.2981	NC_012152.1	9655
SRR27421011.1381	NC_012152.1	7088
SRR27421011.6175	NC_012152.1	14887
SRR27421011.3435	NC_012152.1	6896
SRR27421011.11296	NC_012152.1	6641
SRR27421011.30220	NC_012152.1	6193
SRR27421011.29956	NC_012152.1	6116
SRR27421011.21342	NC_012152.1	7953
SRR27421011.15712	NC_012152.1	7175
SRR27421011.11295	NC_012152.1	6562
SRR27421011.6325	NC_012152.1	5798
SRR27421011.6326	NC_012152.1	5743
SRR27421011.1842	NC_012152.1	7598
SRR27421011.22104	NC_012152.1	6763
SRR27421011.29911	NC_012152.1	8787
SRR27421011.29910	NC_012152.1	8797
SRR27421011.29138	NC_012152.1	18878
SRR27421011.17588	NC_012152.1	6972
SRR27421011.17087	NC_012152.1	6214
SRR27421011.29238	NC_012152.1	9711
SRR27421011.20886	NC_012152.1	6875
SRR27421011.25502	NC_012152.1	6909
SRR27421011.24860	NC_012152.1	6273
SRR27421011.8220	NC_012152.1	6330
SRR27421011.28447	NC_012152.1	15263
SRR27421011.20580	NC_012152.1	6157
SRR27421011.27508	NC_012152.1	6236
SRR27421011.15385	NC_012152.1	7022
SRR27421011.7	NC_012152.1	6971
SRR27421011.5564	NC_012152.1	6846
SRR27421011.3291	NC_012152.1	10077
SRR27421011.18000	NC_012152.1	8348
SRR27421011.24475	NC_012152.1	11552
SRR27421011.8505	NC_012152.1	9345
SRR27421011.6047	NC_012152.1	8144
SRR27421011.25134	NC_012152.1	11586
SRR27421011.11041	NC_012152.1	8800
SRR27421011.30152	NC_012152.1	10934
SRR27421011.20583	NC_012152.1	6417
SRR27421011.20092	NC_012152.1	6418
SRR27421011.2772	NC_012152.1	6243
SRR27421011.23406	NC_012152.1	9054
SRR27421011.28931	NC_012152.1	6736
SRR27421011.22246	NC_012152.1	10981
SRR27421011.17924	NC_012152.1	9303
SRR27421011.1087	NC_012152.1	8152
SRR27421011.25061	NC_012152.1	12614
SRR27421011.25522	NC_012152.1	6996
SRR27421011.5794	NC_012152.1	7297
SRR27421011.20009	NC_012152.1	8635
SRR27421011.21873	NC_012152.1	10026
SRR27421011.26074	NC_012152.1	6571
SRR27421011.6980	NC_012152.1	6818
SRR27421011.24918	NC_012152.1	8641
SRR27421011.15691	NC_012152.1	6173
SRR27421011.16034	NC_012152.1	5034
SRR27421011.13308	NC_012152.1	9621
SRR27421011.8899	NC_012152.1	9902
SRR27421011.14085	NC_012152.1	9840
SRR27421011.14202	NC_012152.1	6299
SRR27421011.13034	NC_012152.1	5335
SRR27421011.18588	NC_012152.1	6633
SRR27421011.27791	NC_012152.1	7680
SRR27421011.5032	NC_012152.1	8606
SRR27421011.11052	NC_012152.1	6942
SRR27421011.11092	NC_012152.1	6652
SRR27421011.3109	NC_012152.1	10127
SRR27421011.22441	NC_012152.1	5603
SRR27421011.21105	NC_012152.1	11285
SRR27421011.17409	NC_012152.1	6476
SRR27421011.10590	NC_012152.1	6345
SRR27421011.16045	NC_012152.1	6686
SRR27421011.24831	NC_012152.1	14036
SRR27421011.1818	NC_012152.1	7694
SRR27421011.11004	NC_012152.1	5629
SRR27421011.15268	NC_012152.1	6139
SRR27421011.15451	NC_012152.1	5549
SRR27421011.3819	NC_012152.1	7589
SRR27421011.10152	NC_012152.1	9782
SRR27421011.1052	NC_012152.1	5876
SRR27421011.28842	NC_012152.1	9399
SRR27421011.30248	NC_012152.1	9431
SRR27421011.18424	NC_012152.1	10713
